genome_id	dog	bin_idx	read_hits	sample_hits	samples	bin_start	bin_stop
G000436435	Yes	89	75	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	470627	475975
G000436435	not provided	89	18	5	[10317.000101211,10317.000101212,10317.000101252,10317.000102740,10317.000102741]	470627	475975
G000436435	No	90	25	6	[10317.000094753,10317.000101104,10317.000101174,10317.000101250,10317.000101386,10317.000102791]	475975	481323
G000436435	Yes	90	116	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	475975	481323
G000436435	not provided	90	19	5	[10317.000101178,10317.000101212,10317.000101251,10317.000101252,10317.000102740]	475975	481323
G000436435	No	91	36	14	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101084,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	481323	486671
G000436435	Yes	91	87	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	481323	486671
G000436435	not provided	91	21	4	[10317.000101251,10317.000101252,10317.000102740,10317.000102741]	481323	486671
G000436435	No	92	33	11	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101386,10317.000102791]	486671	492019
G000436435	Yes	92	45	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	486671	492019
G000436435	not provided	92	22	7	[10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	486671	492019
G000436435	No	93	38	12	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	492019	497367
G000436435	Yes	93	58	14	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	492019	497367
G000436435	not provided	93	14	6	[10317.000101094,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	492019	497367
G000436435	No	94	30	11	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000103679]	497367	502715
G000436435	Yes	94	75	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	497367	502715
G000436435	not provided	94	18	8	[10317.000101094,10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	497367	502715
G000436435	No	95	42	14	[10317.000035779,10317.000094753,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	502715	508063
G000436435	Yes	95	70	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	502715	508063
G000436435	not provided	95	25	8	[10317.000075986,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	502715	508063
G000436435	No	96	34	11	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	508063	513411
G000436435	Yes	96	98	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	508063	513411
G000436435	not provided	96	19	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	508063	513411
G000436435	No	97	34	10	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101386,10317.000102791]	513411	518759
G000436435	Yes	97	82	14	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101262,10317.000101389]	513411	518759
G000436435	not provided	97	23	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	513411	518759
G000436435	No	98	12	3	[10317.000101133,10317.000101386,10317.000102791]	518759	524107
G000436435	Yes	98	79	9	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101242,10317.000101262]	518759	524107
G000436435	not provided	98	7	3	[10317.000075986,10317.000101251,10317.000101252]	518759	524107
G000436435	No	99	15	3	[10317.000101104,10317.000101386,10317.000102791]	524107	529455
G000436435	Yes	99	62	8	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101262]	524107	529455
G000436435	not provided	99	3	1	[10317.000101251]	524107	529455
G000436435	No	100	62	14	[10317.000035779,10317.000092644,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	529455	534803
G000436435	Yes	100	110	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	529455	534803
G000436435	not provided	100	31	9	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	529455	534803
G000436435	No	101	42	13	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	534803	540151
G000436435	Yes	101	116	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	534803	540151
G000436435	not provided	101	32	7	[10317.000075986,10317.000101180,10317.000101211,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	534803	540151
G000436435	No	102	46	12	[10317.000035779,10317.000094753,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	540151	545499
G000436435	Yes	102	98	18	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	540151	545499
G000436435	not provided	102	21	8	[10317.000075986,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	540151	545499
G000436435	No	103	38	12	[10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101386,10317.000102791,10317.000103679]	545499	550847
G000436435	Yes	103	101	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	545499	550847
G000436435	not provided	103	20	8	[10317.000075986,10317.000101094,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	545499	550847
G000436435	No	104	39	12	[10317.000035779,10317.000094753,10317.000100524,10317.000101073,10317.000101096,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	550847	556195
G000436435	Yes	104	87	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	550847	556195
G000436435	not provided	104	19	5	[10317.000101094,10317.000101211,10317.000101252,10317.000102740,10317.000102741]	550847	556195
G000436435	No	105	37	12	[10317.000035779,10317.000094753,10317.000101073,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	556195	561543
G000436435	Yes	105	66	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	556195	561543
G000436435	not provided	105	13	6	[10317.000075986,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	556195	561543
G000436435	No	106	42	13	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	561543	566891
G000436435	Yes	106	71	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101145,10317.000101242,10317.000101389]	561543	566891
G000436435	not provided	106	14	5	[10317.000101178,10317.000101212,10317.000101252,10317.000102740,10317.000102741]	561543	566891
G000436435	No	107	39	11	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	566891	572239
G000436435	Yes	107	95	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	566891	572239
G000436435	not provided	107	28	7	[10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	566891	572239
G000436435	No	108	32	12	[10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	572239	577587
G000436435	Yes	108	75	13	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145,10317.000101242]	572239	577587
G000436435	not provided	108	27	8	[10317.000075986,10317.000101178,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	572239	577587
G000436435	No	109	34	11	[10317.000094753,10317.000100524,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791]	577587	582935
G000436435	Yes	109	77	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101389]	577587	582935
G000436435	not provided	109	20	7	[10317.000075986,10317.000101178,10317.000101180,10317.000101212,10317.000101252,10317.000102740,10317.000102741]	577587	582935
G000436435	No	110	58	15	[10317.000035779,10317.000094753,10317.000100515,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	582935	588283
G000436435	Yes	110	84	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101389]	582935	588283
G000436435	not provided	110	19	7	[10317.000075986,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	582935	588283
G000436435	No	111	35	13	[10317.000094753,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	588283	593631
G000436435	Yes	111	89	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	588283	593631
G000436435	not provided	111	13	7	[10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740]	588283	593631
G000436435	No	112	42	13	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	593631	598980
G000436435	Yes	112	84	14	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101242,10317.000101262,10317.000101389]	593631	598980
G000436435	not provided	112	25	7	[10317.000075986,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	593631	598980
G000436435	No	113	41	12	[10317.000035779,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	598980	604328
G000436435	Yes	113	95	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	598980	604328
G000436435	not provided	113	28	8	[10317.000075986,10317.000101094,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	598980	604328
G000436435	No	114	34	10	[10317.000094753,10317.000100524,10317.000101073,10317.000101096,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101386,10317.000102791]	604328	609676
G000436435	Yes	114	88	14	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101389]	604328	609676
G000436435	not provided	114	20	6	[10317.000075986,10317.000101180,10317.000101212,10317.000101252,10317.000102740,10317.000102741]	604328	609676
G000436435	No	115	19	7	[10317.000094753,10317.000100524,10317.000101104,10317.000101133,10317.000101174,10317.000101386,10317.000102791]	609676	615024
G000436435	Yes	115	91	13	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101112,10317.000101114,10317.000101124,10317.000101145,10317.000101242,10317.000101389]	609676	615024
G000436435	not provided	115	23	7	[10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	609676	615024
G000436435	No	116	25	13	[10317.000094753,10317.000100524,10317.000101073,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101386,10317.000102791]	615024	620372
G000436435	Yes	116	102	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	615024	620372
G000436435	not provided	116	32	9	[10317.000075986,10317.000101094,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	615024	620372
G000436435	No	117	43	13	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	620372	625720
G000436435	Yes	117	65	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101124,10317.000101242,10317.000101262,10317.000101389,10317.000101404]	620372	625720
G000436435	not provided	117	20	7	[10317.000075986,10317.000101178,10317.000101180,10317.000101212,10317.000101252,10317.000102740,10317.000102741]	620372	625720
G000436435	No	118	55	13	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	625720	631068
G000436435	Yes	118	46	7	[10317.000101074,10317.000101076,10317.000101124,10317.000101242,10317.000101262,10317.000101389,10317.000101404]	625720	631068
G000436435	not provided	118	29	8	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102741]	625720	631068
G000436435	No	119	49	12	[10317.000035779,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	631068	636416
G000436435	Yes	119	48	7	[10317.000101074,10317.000101076,10317.000101119,10317.000101242,10317.000101262,10317.000101389,10317.000101404]	631068	636416
G000436435	not provided	119	33	8	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102741]	631068	636416
G000436435	No	120	44	11	[10317.000035779,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101386,10317.000102791]	636416	641764
G000436435	Yes	120	49	7	[10317.000101074,10317.000101076,10317.000101119,10317.000101242,10317.000101262,10317.000101389,10317.000101404]	636416	641764
G000436435	not provided	120	29	7	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252]	636416	641764
G000436435	No	121	49	13	[10317.000035779,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	641764	647112
G000436435	Yes	121	60	9	[10317.000101074,10317.000101076,10317.000101114,10317.000101119,10317.000101124,10317.000101242,10317.000101262,10317.000101389,10317.000101404]	641764	647112
G000436435	not provided	121	41	8	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102741]	641764	647112
G000436435	No	122	50	11	[10317.000035779,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101386,10317.000102791]	647112	652460
G000436435	Yes	122	59	9	[10317.000101074,10317.000101076,10317.000101114,10317.000101119,10317.000101124,10317.000101242,10317.000101262,10317.000101389,10317.000101404]	647112	652460
G000436435	not provided	122	31	7	[10317.000075986,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252]	647112	652460
G000436435	No	123	66	14	[10317.000035779,10317.000094753,10317.000100515,10317.000100524,10317.000101073,10317.000101078,10317.000101084,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101386,10317.000102791]	652460	657808
G000436435	Yes	123	64	10	[10317.000101074,10317.000101076,10317.000101100,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389,10317.000101404]	652460	657808
G000436435	not provided	123	39	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	652460	657808
G000436435	No	124	66	14	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101073,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	657808	663156
G000436435	Yes	124	74	18	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389,10317.000101404]	657808	663156
G000436435	not provided	124	25	9	[10317.000075986,10317.000101094,10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	657808	663156
G000436435	No	125	55	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	663156	668504
G000436435	Yes	125	82	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	663156	668504
G000436435	not provided	125	39	10	[10317.000075986,10317.000101094,10317.000101178,10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	663156	668504
G000436435	No	126	30	10	[10317.000094753,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101386,10317.000102791,10317.000103679]	668504	673852
G000436435	Yes	126	89	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101389]	668504	673852
G000436435	not provided	126	26	7	[10317.000075986,10317.000101180,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	668504	673852
G000436435	No	127	19	5	[10317.000101104,10317.000101174,10317.000101175,10317.000101386,10317.000102791]	673852	679200
G000436435	Yes	127	66	15	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101132,10317.000101242,10317.000101389]	673852	679200
G000436435	not provided	127	10	5	[10317.000101178,10317.000101212,10317.000101251,10317.000101252,10317.000102740]	673852	679200
G000436435	No	128	28	9	[10317.000094753,10317.000100524,10317.000101096,10317.000101104,10317.000101174,10317.000101198,10317.000101386,10317.000102791,10317.000103679]	679200	684548
G000436435	Yes	128	60	12	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101124,10317.000101389]	679200	684548
G000436435	not provided	128	11	6	[10317.000101178,10317.000101211,10317.000101212,10317.000101252,10317.000102740,10317.000102741]	679200	684548
G000436435	No	129	15	10	[10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101175,10317.000101198,10317.000101386,10317.000102791]	684548	689896
G000436435	Yes	129	82	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	684548	689896
G000436435	not provided	129	19	6	[10317.000075986,10317.000101180,10317.000101211,10317.000101252,10317.000102740,10317.000102741]	684548	689896
G000436435	No	130	25	11	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101103,10317.000101104,10317.000101174,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	689896	695244
G000436435	Yes	130	70	14	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101124,10317.000101132,10317.000101242,10317.000101262,10317.000101389]	689896	695244
G000436435	not provided	130	18	7	[10317.000101180,10317.000101211,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	689896	695244
G000436435	No	131	26	9	[10317.000094753,10317.000100524,10317.000101096,10317.000101104,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791]	695244	700592
G000436435	Yes	131	59	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	695244	700592
G000436435	not provided	131	12	6	[10317.000101178,10317.000101211,10317.000101212,10317.000101252,10317.000102740,10317.000102741]	695244	700592
G000436435	No	132	23	10	[10317.000035779,10317.000094753,10317.000100524,10317.000101096,10317.000101104,10317.000101174,10317.000101198,10317.000101386,10317.000102791,10317.000103679]	700592	705940
G000436435	Yes	132	78	14	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101389]	700592	705940
G000436435	not provided	132	17	5	[10317.000075986,10317.000101178,10317.000101212,10317.000101252,10317.000102740]	700592	705940
G000436435	No	133	26	11	[10317.000092644,10317.000094753,10317.000101073,10317.000101096,10317.000101133,10317.000101174,10317.000101175,10317.000101198,10317.000101386,10317.000102791,10317.000103679]	705940	711288
G000436435	Yes	133	83	12	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101119,10317.000101262]	705940	711288
G000436435	not provided	133	15	5	[10317.000101094,10317.000101178,10317.000101212,10317.000102740,10317.000102741]	705940	711288
G000436435	No	134	62	13	[10317.000035779,10317.000092644,10317.000094753,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101386,10317.000102791]	711288	716636
G000436435	Yes	134	71	16	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101112,10317.000101114,10317.000101124,10317.000101132,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	711288	716636
G000436435	not provided	134	19	6	[10317.000075986,10317.000101212,10317.000101251,10317.000101252,10317.000102740,10317.000102741]	711288	716636
G000436435	No	135	49	15	[10317.000035779,10317.000094753,10317.000100524,10317.000101073,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	716636	721984
G000436435	Yes	135	89	17	[10317.000096861,10317.000096909,10317.000096989,10317.000097005,10317.000098379,10317.000098435,10317.000101074,10317.000101076,10317.000101100,10317.000101112,10317.000101114,10317.000101119,10317.000101124,10317.000101145,10317.000101242,10317.000101262,10317.000101389]	716636	721984
G000436435	not provided	135	16	7	[10317.000075986,10317.000101094,10317.000101178,10317.000101211,10317.000101212,10317.000101251,10317.000101252]	716636	721984
G000436435	No	136	56	16	[10317.000035779,10317.000092644,10317.000094753,10317.000100515,10317.000100524,10317.000101078,10317.000101096,10317.000101103,10317.000101104,10317.000101133,10317.000101174,10317.000101175,10317.000101250,10317.000101386,10317.000102791,10317.000103679]	721984	727332
